Time [s],Packet ID,MOSI,MISO
3.902314000000000,101,'236' (0xEC),x (0x78)
3.902318750000000,101,'243' (0xF3),x (0x78)
3.902333875000000,101,'8' (0x08),x (0x78)
3.902338625000000,101,'223' (0xDF),x (0x78)
3.902343375000000,101,'134' (0x86),x (0x78)
3.902348375000000,101,# (0x23),x (0x78)
3.902353125000000,101,( (0x28),y (0x79)
3.902358250000000,101,R (0x52),'225' (0xE1)
3.902363000000000,101,'243' (0xF3),'225' (0xE1)
3.902368000000000,101,'174' (0xAE),'225' (0xE1)
3.902372750000000,101,T (0x54),'225' (0xE1)
3.902377500000000,101,'209' (0xD1),'225' (0xE1)
3.902382250000000,101,'130' (0x82),'225' (0xE1)
3.902387375000000,101,f (0x66),'195' (0xC3)
3.902392125000000,101,'213' (0xD5),'195' (0xC3)
3.902396875000000,101,'200' (0xC8),'195' (0xC3)
3.902401625000000,101,~ (0x7E),'195' (0xC3)
3.902406625000000,101,> (0x3E),'195' (0xC3)
3.902411375000000,101,'235' (0xEB),'195' (0xC3)
3.902416125000000,101,'129' (0x81),'195' (0xC3)
3.902420750000000,101,2 (0x32),'195' (0xC3)
3.902425750000000,101,^ (0x5E),'195' (0xC3)
3.902430500000000,101,'251' (0xFB),'195' (0xC3)
3.902435250000000,101,w (0x77),'195' (0xC3)
3.902440000000000,101,- (0x2D),'195' (0xC3)
3.902445000000000,101,'199' (0xC7),'195' (0xC3)
3.902449625000000,101,w (0x77),'195' (0xC3)
3.902454375000000,101,'153' (0x99),'195' (0xC3)
3.902459125000000,101,'26' (0x1A),'195' (0xC3)
3.902464125000000,101,'138' (0x8A),'195' (0xC3)
3.902468875000000,101,'228' (0xE4),'195' (0xC3)
3.902485000000000,102,'181' (0xB5),'0' (0x00)
4.000970000000000,103,o (0x6F),'15' (0x0F)
4.000974250000000,103,'12' (0x0C),'0' (0x00)
4.000979500000000,103,l (0x6C),'15' (0x0F)
4.000993625000000,104,o (0x6F),'15' (0x0F)
4.000997875000000,104,\r (0x0D),'0' (0x00)
4.001003125000000,104,z (0x7A),'15' (0x0F)
4.001017250000000,105,o (0x6F),'15' (0x0F)
4.001021500000000,105,'14' (0x0E),'0' (0x00)
4.001026750000000,105,'225' (0xE1),'15' (0x0F)
4.001042000000000,106,'186' (0xBA),'0' (0x00)
4.001053875000000,107,'180' (0xB4),'0' (0x00)
4.004509125000000,108,'239' (0xEF),'16' (0x10)
4.004513375000000,108,q (0x71),'0' (0x00)
4.004518500000000,108,'0' (0x00),'247' (0xF7)
4.004532000000000,109,'239' (0xEF),'16' (0x10)
4.004536250000000,109,r (0x72),'0' (0x00)
4.004541250000000,109,'0' (0x00),C (0x43)
4.434998000000000,110,'239' (0xEF),'15' (0x0F)
4.435002250000000,110,'215' (0xD7),'0' (0x00)
4.435007500000000,110,'0' (0x00),'27' (0x1B)
4.435021250000000,111,'255' (0xFF),'15' (0x0F)
4.435026125000000,111,'0' (0x00),'24' (0x18)
4.435030875000000,111,'0' (0x00),'1' (0x01)
4.435035375000000,111,'0' (0x00),'0' (0x00)
4.435040125000000,111,'0' (0x00),l (0x6C)
4.435044625000000,111,'0' (0x00)," (0x22)
4.435049375000000,111,'0' (0x00),! (0x21)
4.435053750000000,111,'0' (0x00),'209' (0xD1)
4.435058500000000,111,'0' (0x00),'19' (0x13)
4.435063000000000,111,'0' (0x00),'0' (0x00)
4.435067750000000,111,'0' (0x00),'196' (0xC4)
4.435072250000000,111,'0' (0x00),? (0x3F)
4.435077000000000,111,'0' (0x00),'138' (0x8A)
4.435081500000000,111,'0' (0x00),. (0x2E)
4.435086375000000,111,'0' (0x00),O (0x4F)
4.435090875000000,111,'0' (0x00),G (0x47)
4.435095625000000,111,'0' (0x00),'187' (0xBB)
4.435100125000000,111,'0' (0x00),9 (0x39)
4.435104875000000,111,'0' (0x00),'243' (0xF3)
4.435109375000000,111,'0' (0x00),T (0x54)
4.435114000000000,111,'0' (0x00),v (0x76)
4.435118500000000,111,'0' (0x00),@ (0x40)
4.435123250000000,111,'0' (0x00),'181' (0xB5)
4.435127750000000,111,'0' (0x00),'174' (0xAE)
4.435132500000000,111,'0' (0x00),'14' (0x0E)
4.435137000000000,111,'0' (0x00),'14' (0x0E)
4.435141625000000,111,'0' (0x00),'127' (0x7F)
4.435165125000000,112,'182' (0xB6),'0' (0x00)
4.435178250000000,113,o (0x6F),'15' (0x0F)
4.435182500000000,113,'12' (0x0C),'0' (0x00)
4.435187750000000,113,l (0x6C),'15' (0x0F)
4.435201875000000,114,o (0x6F),'15' (0x0F)
4.435206125000000,114,\r (0x0D),'0' (0x00)
4.435211375000000,114,z (0x7A),'15' (0x0F)
4.435225625000000,115,o (0x6F),'15' (0x0F)
4.435229750000000,115,'14' (0x0E),'0' (0x00)
4.435235000000000,115,'225' (0xE1),'15' (0x0F)
4.435250250000000,116,'186' (0xBA),'0' (0x00)
4.435262125000000,117,'180' (0xB4),'0' (0x00)
4.443412500000000,118,'182' (0xB6),'16' (0x10)
4.443425375000000,119,o (0x6F),'15' (0x0F)
4.443429625000000,119,'12' (0x0C),'0' (0x00)
4.443435125000000,119,l (0x6C),'15' (0x0F)
4.443449125000000,120,o (0x6F),'15' (0x0F)
4.443453250000000,120,\r (0x0D),'0' (0x00)
4.443458750000000,120,Z (0x5A),'15' (0x0F)
4.443472750000000,121,o (0x6F),'15' (0x0F)
4.443477250000000,121,'14' (0x0E),'0' (0x00)
4.443482375000000,121,'225' (0xE1),'15' (0x0F)
4.443499125000000,122,'186' (0xBA),'0' (0x00)
4.443511000000000,123,'187' (0xBB),'0' (0x00)
4.443523750000000,124,'127' (0x7F),'15' (0x0F)
4.443529000000000,124,/ (0x2F),'15' (0x0F)
4.443533750000000,124,'1' (0x01),'15' (0x0F)
4.443538500000000,124,'0' (0x00),'14' (0x0E)
4.443543625000000,124,'216' (0xD8),'30' (0x1E)
4.443548375000000,124,D (0x44),'30' (0x1E)
4.443553125000000,124,C (0x43),'30' (0x1E)
4.443557875000000,124,'196' (0xC4),'30' (0x1E)
4.443562875000000,124,6 (0x36),'30' (0x1E)
4.443567625000000,124,'2' (0x02),'24' (0x18)
4.443572750000000,124,j (0x6A),x (0x78)
4.443577500000000,124,'207' (0xCF),x (0x78)
4.443582500000000,124,# (0x23),x (0x78)
4.443587250000000,124,x (0x78),x (0x78)
4.443592000000000,124,'150' (0x96),x (0x78)
4.443596750000000,124,| (0x7C),p (0x70)
4.443601875000000,124,'141' (0x8D),'240' (0xF0)
4.443606625000000,124,'191' (0xBF),'240' (0xF0)
4.443611375000000,124,/ (0x2F),'240' (0xF0)
4.443616125000000,124,K (0x4B),'240' (0xF0)
4.443621125000000,124,'239' (0xEF),'240' (0xF0)
4.443625875000000,124,'0' (0x00),'240' (0xF0)
4.443630500000000,124,'164' (0xA4),'240' (0xF0)
4.443635250000000,124,H (0x48),'240' (0xF0)
4.443640250000000,124,'214' (0xD6),'240' (0xF0)
4.443645000000000,124,l (0x6C),'241' (0xF1)
4.443656125000000,124,'29' (0x1D),'225' (0xE1)
4.443661125000000,124,k (0x6B),'225' (0xE1)
4.443665875000000,124,v (0x76),'225' (0xE1)
4.443670625000000,124,'14' (0x0E),'231' (0xE7)
4.443686250000000,124,'154' (0x9A),'135' (0x87)
4.443691000000000,124,` (0x60),'135' (0x87)
4.443695750000000,124,'208' (0xD0),'135' (0x87)
4.443700500000000,124,@ (0x40),'135' (0x87)
4.443705500000000,124,'225' (0xE1),'135' (0x87)
4.443710250000000,124,? (0x3F),'135' (0x87)
4.443717875000000,124,'197' (0xC5),'15' (0x0F)
4.443722875000000,124,'246' (0xF6),'15' (0x0F)
4.443727625000000,124,W (0x57),'15' (0x0F)
4.443732375000000,124,'141' (0x8D),'15' (0x0F)
4.443737125000000,124,'147' (0x93),'15' (0x0F)
4.443742125000000,124,'176' (0xB0),'15' (0x0F)
4.443746750000000,124,a (0x61),'15' (0x0F)
4.443751500000000,124,'159' (0x9F),'15' (0x0F)
4.443756250000000,124," (0x22),'15' (0x0F)
4.443761250000000,124,2 (0x32),'15' (0x0F)
4.443766000000000,124,'197' (0xC5),'15' (0x0F)
4.443770750000000,124,'175' (0xAF),'15' (0x0F)
4.443783625000000,125,'181' (0xB5),'0' (0x00)
4.505649875000000,126,'239' (0xEF),' ' (0x20)
4.505654125000000,126,q (0x71),'0' (0x00)
4.505659125000000,126,'0' (0x00),'251' (0xFB)
4.505672500000000,127,'239' (0xEF),' ' (0x20)
4.505676750000000,127,r (0x72),'0' (0x00)
4.505682000000000,127,'0' (0x00),G (0x47)
4.542235875000000,128,'182' (0xB6),'0' (0x00)
4.542248875000000,129,o (0x6F),'15' (0x0F)
4.542253125000000,129,'12' (0x0C),'0' (0x00)
4.542258250000000,129,l (0x6C),'15' (0x0F)
4.542292125000000,130,o (0x6F),'15' (0x0F)
4.542296375000000,130,\r (0x0D),'0' (0x00)
4.542301625000000,130,z (0x7A),'15' (0x0F)
4.542315750000000,131,o (0x6F),'15' (0x0F)
4.542320000000000,131,'14' (0x0E),'0' (0x00)
4.542325250000000,131,'225' (0xE1),'15' (0x0F)
4.542340500000000,132,'186' (0xBA),'0' (0x00)
4.542352125000000,133,'180' (0xB4),'0' (0x00)
4.941773000000000,134,'182' (0xB6),'16' (0x10)
4.941785875000000,135,o (0x6F),'15' (0x0F)
4.941790375000000,135,'12' (0x0C),'0' (0x00)
4.941795625000000,135,l (0x6C),'15' (0x0F)
4.941809750000000,136,o (0x6F),'15' (0x0F)
4.941814000000000,136,\r (0x0D),'0' (0x00)
4.941825500000000,136,Z (0x5A),'15' (0x0F)
4.941839625000000,137,o (0x6F),'15' (0x0F)
4.941843875000000,137,'14' (0x0E),'0' (0x00)
4.941849125000000,137,'225' (0xE1),'15' (0x0F)
4.941866000000000,138,'186' (0xBA),'0' (0x00)
4.941877750000000,139,'187' (0xBB),'0' (0x00)
4.941890500000000,140,~ (0x7E),'14' (0x0E)
4.941895875000000,140,^ (0x5E),'30' (0x1E)
4.941900875000000,140,'2' (0x02),'30' (0x1E)
4.941905625000000,140,'0' (0x00),'30' (0x1E)
4.941910375000000,140,'216' (0xD8),'30' (0x1E)
4.941915125000000,140,D (0x44),'30' (0x1E)
4.941920125000000,140,O (0x4F),8 (0x38)
4.941925250000000,140,'16' (0x10),x (0x78)
4.941930000000000,140,'216' (0xD8),x (0x78)
4.941934750000000,140,'2' (0x02),x (0x78)
4.941939750000000,140,j (0x6A),x (0x78)
4.941944500000000,140,'207' (0xCF),x (0x78)
4.941949250000000,140,'6' (0x06),p (0x70)
4.941954125000000,140,'241' (0xF1),'240' (0xF0)
4.941959125000000,140,COMMA (0x2C),'240' (0xF0)
4.941963875000000,140,'252' (0xFC),'240' (0xF0)
4.941968625000000,140,'141' (0x8D),'240' (0xF0)
4.941973375000000,140,'191' (0xBF),'240' (0xF0)
4.941978375000000,140,= (0x3D),'195' (0xC3)
4.941983500000000,140,/ (0x2F),'195' (0xC3)
4.941988250000000,140,'188' (0xBC),'195' (0xC3)
4.941993000000000,140,'2' (0x02),'195' (0xC3)
4.941998000000000,140,'145' (0x91),'195' (0xC3)
4.942002750000000,140,# (0x23),'195' (0xC3)
4.942007625000000,140,'179' (0xB3),'135' (0x87)
4.942012375000000,140,h (0x68),'135' (0x87)
4.942017375000000,140,u (0x75),'135' (0x87)
4.942022125000000,140,'173' (0xAD),'135' (0x87)
4.942026875000000,140,'216' (0xD8),'135' (0x87)
4.942031625000000,140,'14' (0x0E),'134' (0x86)
4.942039750000000,140,i (0x69),'30' (0x1E)
4.942044500000000,140,'131' (0x83),'30' (0x1E)
4.942049250000000,140,A (0x41),'30' (0x1E)
4.942054250000000,140,'3' (0x03),'30' (0x1E)
4.942059000000000,140,'132' (0x84),'30' (0x1E)
4.942063750000000,140,'247' (0xF7),'28' (0x1C)
4.942068625000000,140,'23' (0x17),< (0x3C)
4.942073625000000,140,'217' (0xD9),< (0x3C)
4.942078375000000,140,^ (0x5E),< (0x3C)
4.942083125000000,140,6 (0x36),< (0x3C)
4.942087875000000,140,N (0x4E),< (0x3C)
4.942092875000000,140,'134' (0x86),p (0x70)
4.942098000000000,140,'25' (0x19),'240' (0xF0)
4.942102750000000,140,'242' (0xF2),'240' (0xF0)
4.942107500000000,140,# (0x23),'240' (0xF0)
4.942112500000000,140,COMMA (0x2C),'240' (0xF0)
4.942117250000000,140,[ (0x5B),'241' (0xF1)
4.942133875000000,141,'181' (0xB5),'0' (0x00)
5.007052625000000,142,'239' (0xEF),' ' (0x20)
5.007056875000000,142,D (0x44),'3' (0x03)
5.007075500000000,,'239' (0xEF),' ' (0x20)
5.007079750000000,,r (0x72),'0' (0x00)
